left;right;Category;Singular/Plural;N / M / F;weight;processor;processor_args;;;;;
NN_PLACES;Altona;;;;0.2;locations_processor;latitude:53.572893, longitude:9.836657;;;;;
NN_PLACES;Spitzbergen;orientation;;;0.2;locations_processor;latitude:79.068800, longitude:15.435854;compass_direction_gt: 348.75, compass_direction_lt: 360;;;;
NN_PLACES;Eimsbüttel;;;;0.2;locations_processor;latitude:53.574800, longitude:9.954809;;;;;
NN_PLACES;Grönland;;;;0.2;locations_processor;latitude:76.419982, longitude:-43.201267;compass_direction_gt: 348.75, compass_direction_lt: 360;;;;
NN_PLACES;St. Pauli;;;;0.2;locations_processor;latitude:53.554851, longitude:9.968491;;;;;
NN_PLACES;Norderstedt;orientation;;;0.2;locations_processor;latitude:53.710144, longitude:9.982325;compass_direction_gt: 0, compass_direction_lt: 11.25;;;;
NN_PLACES;Eppendorf;;;;0.2;locations_processor;latitude:53.594082, longitude:9.986136;;;;;
ATT_ORIENT;vorbei;;;;1;always_include_processor;;;;;;
ATT_ORIENT_A;über den;;;;1;always_include_processor;;;;;;
ATT_ORIENT_B;Himmel;;;;1;always_include_processor;;;;;;
ATT_ASTRO;in der Nacht;;;;1;generic_processor;is_night: True;;;;;
ATT_ASTRO;bei Mondschein ;;;;1;generic_processor;is_night: True, moon_phase_gt: 6.99, light_percentile_lt:15;;;;;
ATT_ASTRO;in der Dämmerung;;;;1;generic_processor;is_twilight: True;;;;;
ATT_ASTRO;am Tag;;;;1;generic_processor;is_daylight: True;;;;;
ATT_ASTRO;in der goldenen Stunde;;;;1;generic_processor;is_golden_hour: True;;;;;
ATT_ASTRO;in der blauen Stunde;;;;1;generic_processor;is_blue_hour: True;;;;;
ATT_ASTRO;bei Neumond;;;;1;generic_processor;moon_phase_gt:0, moon_phase_lt: 6.99, is_night: True;;;;;
ATT_ASTRO;bei Vollmond;;;;1;generic_processor;moon_phase_gt:14, moon_phase_lt: 20.99, is_night: True;;;;;
ATT_ASTRO;bei Sternenlicht;;;;1;generic_processor;is_daylight: False, light_percentile_lt:5;;;;;
ATT_QUAL;gut;;;;1;always_include_processor;;;;;;
ATT_QUAL;nicht;;;;1;always_include_processor;;;;;;
ATT_QUAL;nicht gut;;;;1;always_include_processor;;;;;;
ATT_QUAL;schlecht;;;;1;always_include_processor;;;;;;
ATT_QUAL;nicht schlecht;;;;1;always_include_processor;;;;;;
ATT_TEMP;heiß;;;;1;generic_processor;temp_absolute_gt: 30 ;;;;;
ATT_TEMP;sehr warm;;;;1;generic_processor;temp_absolute_gt: 25, temp_absolute_lt:30 ;;;;;
ATT_TEMP;warm;;;;1;generic_processor;temp_absolute_gt: 22, temp_absolute_lt:25 ;;;;;
ATT_TEMP;lau;;;;1;generic_processor;temp_absolute_gt: 18, temp_absolute_lt:22 ;;;;;
ATT_TEMP;frisch;;;;1;generic_processor;temp_absolute_gt: 14, temp_absolute_lt:18 ;;;;;
ATT_TEMP;kühl;;;;1;generic_processor;temp_absolute_gt: 8, temp_absolute_lt:14 ;;;;;
ATT_TEMP;kalt;;;;1;generic_processor;temp_absolute_gt: 0, temp_absolute_lt:8 ;;;;;
ATT_TEMP;sehr kalt;;;;1;generic_processor;temp_absolute_lt:0 ;;;;;
ATT_TEMP;unter Null;;;;1;generic_processor;temp_absolute_lt:0 ;;;;;
QUESTION;warum;;;;;always_include_processor;;;;;;
ATT_TIME;um {time};;;;;always_include_processor;;;;;;
V_CALL_SI;ruft;;;;;always_include_processor;;;;;;
V_CALL_PL;rufen;;;;;always_include_processor;;;;;;
PP; ;;;;;always_include_processor;;;;;;
CC;,;;;;;always_include_processor;;;;;;
QQ;,;;;;;always_include_processor;;;;;;
